Date,ABI.BR,AD.AS,ADSGn.DE,ADYEN.AS,AIR.PA,AIRP.PA,ALVG.DE,ASML.AS,AXAF.PA,BASFn.DE,BAYGn.DE,BBVA.MC,BMWG.DE,BNPP.PA,CRH.I,DANO.PA,DB1Gn.DE,DPWGn.DE,DTEGn.DE,ENEI.MI,ENI.MI,ESLX.PA,FLTRF.I,HRMS.PA,IBE.MC,IFXGn.DE,INGA.AS,ISP.MI,ITX.MC,LINI.DE,LVMH.PA,MBGn.DE,MUVGn.DE,NDAFI.HE,NOKIA.HE,OREP.PA,PERP.PA,PRTP.PA,PRX.AS,SAF.PA,SAN.MC,SAPG.DE,SASY.PA,SCHN.PA,SGEF.PA,SIEGn.DE,STLAM.MI,TTEF.PA,VNAn.DE,VOWG_p.DE
2022-04-15,1443557,3640844,677070,70620,1240440,917335,1229708,838438,4553791,3868028,3830187,48695975,1418145,3045221,864186,1485827,494204,3667004,12164345,24565933,12333670,630287,236857,83397,18633074,5209439,13834740,97532496,3555409,1072960,566954,3459542,385994,2586343,12546312,393601,407346,234522,5356506,619229,269557591,3774096,2360181,800067,1425824,1954861,16219191,4758738,3055852,47042
2022-04-18,1443557,3640844,677070,70620,1240440,917335,1229708,838438,4553791,3868028,3830187,48695975,1418145,3045221,864186,1485827,494204,3667004,12164345,24565933,12333670,630287,236857,83397,18633074,5209439,13834740,97532496,3555409,1072960,566954,3459542,385994,2586343,12546312,393601,407346,234522,5356506,619229,269557591,3774096,2360181,800067,1425824,1954861,16219191,4758738,3055852,47042
2022-04-19,1529578,3430088,607029,66921,1231107,803404,1073081,695287,4756774,4037912,3320928,176772192,1477517,3412914,735908,1471915,468519,2878052,6302319,20515663,11319929,506009,256883,66324,9764157,4465446,14387529,71444615,5153900,799087,307822,2834276,414469,5260100,11604873,559378,350105,178288,7604049,497344,111058025,3173230,2515407,678142,1474031,1296302,15206061,5924175,1939846,42418
2022-04-20,1955996,3181521,563313,89259,1114419,833075,1075426,1035414,5665294,3526602,5384855,19700580,1100786,4927145,1358165,3821766,348339,2631067,8916828,23405011,10261390,542230,236782,76977,10985368,5036468,17171635,100571602,23248411,1007405,378402,3107995,309659,7526042,11379555,610594,398277,248748,6998430,573180,142410919,2346667,2225435,1026413,1558850,1666290,11110836,5094582,1710159,28085
2022-04-21,1840300,2858408,470034,78250,1614181,718210,1175236,715869,4818035,3948498,3903285,11775977,1269501,3948277,1690763,1949783,406805,2921771,12342520,23318500,11387400,534118,330524,58287,16111484,4747814,14979865,66884456,15699402,707619,496018,3029738,334292,9870672,10521189,478121,353729,293838,7551172,939517,132633350,2354354,2341332,1018427,1417854,1923855,11630517,6047792,1949563,35489
2022-04-22,1591443,3235850,571959,92439,1516294,843625,1317312,749038,5310933,4151107,3305780,15307329,1283884,3333002,870781,1779443,398238,2599834,9366745,26139020,15981425,676318,234297,77785,50291361,4789925,16269754,97479819,16716449,1070640,439543,3535982,494763,5929992,10060679,421659,408863,481670,6769517,661495,38807351,5263431,2002649,950863,1395618,1660535,12733816,5622015,2012256,29205
2022-04-25,1530823,3079826,681753,76490,1384818,931493,1636768,818988,6840867,5533934,3430959,27007056,1594771,3460198,977033,2320589,474226,2728687,9307064,22394042,19176573,593875,410882,82153,11997144,4639881,19057504,85554123,4190699,1106223,567172,4119685,656869,4783247,10372546,509353,356606,345032,6852806,794810,84642667,3335107,2029735,945040,1772052,1730463,11797885,7062909,2076506,35453
2022-04-26,1676598,3334838,819467,73783,1313876,1027210,1411430,759155,5324530,5507512,4331458,36798330,1785578,3419503,866872,1938715,611231,3598996,10859520,22483926,14584407,544376,389087,78902,20122492,5119882,16686509,87513757,17156684,1067013,385943,4784384,710056,4695510,12063516,472872,426731,244984,6201224,913327,177671238,3008442,1930276,1216150,1713635,2018371,13941827,7962378,2636456,44197
2022-04-27,1383428,2851976,932551,81399,1369774,837389,1378115,751086,5574582,6383078,4757990,24501863,1793940,5309178,789702,1605759,530521,3615610,16779379,24172286,10312418,499887,472501,55661,20138853,6164950,24252648,134017617,6015487,1233731,364855,5329559,530705,5712820,11600162,438649,505077,232409,5155853,582753,101793224,3297911,2018162,1244878,1235068,2048491,13576015,6046151,2341997,42965
2022-04-28,1315588,2406514,687612,97723,1203679,889728,1263652,752040,5465441,4735610,4597094,17942309,1185773,3204739,503272,1263927,470087,2613834,11243909,21814264,9942094,422118,324387,58230,21337140,5823119,17915618,79244260,2813693,1065922,368172,5497785,857902,8118823,22360573,420100,394017,232611,7157466,624038,76454237,2865967,2560683,963200,1131588,1693228,12494797,7544258,1935862,49019
2022-04-29,1389975,2637477,802122,79522,1917299,938929,1174939,757261,5931332,5672719,4788148,24729346,1337650,3437157,791747,2010490,501999,3552348,11100933,19793693,12047757,527078,327158,68221,11291314,4388779,16644192,99110634,4975822,1248665,384899,6141085,626396,19060948,20930190,476009,559802,223531,8861297,1048935,85003314,2908340,2727435,1231195,1127582,1759425,14469407,6109500,3723856,37860
2022-05-02,1285812,2744755,608841,91454,1380079,699744,1264328,665067,5229984,6898413,3200564,14685468,1840187,3142553,791747,1281754,477254,2993293,9690914,23476913,10101913,385285,327158,58012,11375552,4458181,14930731,80377626,3568124,914076,338527,4880723,364874,5017480,10891373,323385,317421,177205,4417953,816077,65703776,2415261,2370550,867491,939485,1628285,14107680,5828178,3008081,37613
2022-05-03,1753464,2417265,743302,64791,1486415,785001,1260773,706815,5564054,5765056,3537487,25872469,1725794,3913067,788730,2134107,390564,3686990,9059406,17615536,11352948,425760,360411,73707,11304751,6020510,14908463,89245697,8194572,953616,378265,3449636,478063,12674890,13798787,511441,393958,194681,5518592,771990,108946336,2792741,1799188,1200134,978454,1947417,14744944,7052181,2501759,42261
2022-05-04,1414615,2360941,524861,72717,1827042,541131,1504498,514898,4929845,5724504,2922935,21081518,1633643,3222145,504038,1231670,436198,2588768,6762960,16253923,10937079,348261,566336,57743,7086194,3529506,15901662,70175915,11366380,637168,340919,2525642,298060,6037928,9312080,303432,299279,186629,5545345,584637,142949453,1923272,1879001,875038,906513,1533708,8840908,6933231,1917612,39041
2022-05-05,1914500,2572133,935816,118080,2870875,695627,2267534,644643,8747237,4267155,2225486,38663911,1964186,3557168,684754,1196846,499691,3504122,8682536,31414709,9047418,593936,418382,81226,12163133,4392941,23330759,116750113,5410204,753029,489836,3077742,488184,5358110,10480988,458201,345824,236225,7606294,791222,89154121,2571197,2466800,859662,935219,1760697,19205981,8170451,2327303,55165
2022-05-06,2472707,2510000,1305443,133209,2715029,1056485,1729109,887384,11567618,4702871,3880464,26657051,1978484,3133331,795134,1812478,449794,5646974,10894578,21068155,11964854,674110,421381,109209,12751032,6419773,26570671,171259083,10052926,1365333,670819,3781433,559160,7437878,12618515,536582,623746,319851,7765655,1254036,59414209,3724054,3436033,1233048,1255892,1894799,20259397,9701008,2875425,57241
2022-05-09,1551231,2063013,855795,102068,1720618,933006,1341406,1131951,5763125,3505484,3771768,20681738,1868370,2879032,783782,2010609,358028,4960834,8322723,22251516,12271233,493925,478058,69292,22478668,7163494,18749800,116306775,2863409,1049109,565090,2550726,434109,9511147,10102612,503765,468884,253353,5300502,1161172,59987141,2818656,2064994,1100234,1105143,1493160,11725915,7183004,2786797,69196
2022-05-10,1718458,3006593,881941,119565,1717561,882662,1370842,936325,5974070,4569481,6545699,24825092,1990542,4506868,889418,1942787,379936,3907840,8886845,22736498,11465475,926571,421817,72195,7966344,6475781,21132984,132537709,11926695,832668,507385,2562459,502871,6703417,8460949,513958,411920,235981,5383074,930977,69936900,2187466,2348785,1131531,941517,1684129,12445007,5848216,2904977,60996
2022-05-11,1487854,5742982,915639,146808,1807467,1094881,2192975,988198,6227448,4006353,9686962,26415865,3703499,4616314,1371737,1937154,567036,3670747,9889370,28191790,10849388,784273,554642,91921,13238359,6842622,20081814,138541460,4675165,804807,638901,4564813,659661,7712261,10039622,742734,465136,275971,6712545,985408,41457984,2658856,2504126,1337281,1421318,2070082,12927545,8797325,2877097,74586
2022-05-12,1385381,4025222,871044,154515,1945246,1390069,1497983,955355,7407471,4343684,5388302,23752462,2884199,3926995,1138569,1797761,400962,3390005,14160995,24648037,10580131,739178,530038,109008,11047917,8125981,22450053,123853719,3991487,980694,656363,3339970,475405,8149660,12445870,500261,405660,318215,5623122,1384632,41682916,2631400,2488806,1616731,1265227,3124220,14249318,7785862,4498896,66353
2022-05-13,1049049,2526296,656824,115375,1192102,1006656,1008252,699716,4645198,3455211,3497863,22719289,1728649,2968459,594162,1639188,510278,2894445,12609159,19875356,9605971,530927,357657,77024,9295587,5827348,21414047,87597811,3119679,879549,438811,3062818,368467,5835675,10702733,525514,311627,194287,7469454,800030,57668404,2216078,1978469,776268,944891,1848624,15173714,7967412,3693215,103957
2022-05-16,1301344,2344678,648134,103791,1154177,944630,955154,613806,4936646,2439604,3566730,14407324,1135401,2924645,589125,1719989,358536,2550818,9984499,17481298,9820136,505809,178375,72079,6829087,4160037,15499856,78594805,3345356,766980,363368,2472225,349272,4579774,9287140,425172,450176,178797,4580185,710608,29367461,1777379,2065757,992957,1024103,1660354,9695769,6645780,2708120,55114
2022-05-17,1092579,3593311,630018,70740,1093280,696036,1592794,594819,6043358,3691977,3130456,11185307,1445814,3029523,614828,1175398,293410,2367469,8730947,17307183,12180448,340786,177330,74638,5239815,3962872,19810313,110168925,7530620,595355,399738,2785107,313011,5632636,9328049,336839,265832,180009,6950895,492944,39053777,1900296,1684855,995359,666382,1146696,10240007,7078811,2100772,33782
2022-05-18,1509223,4071600,782072,66797,1172470,716174,832350,593971,4401824,2876575,2419105,19251919,1265657,3012460,462215,1409940,558943,1995968,8554675,20079778,11314162,646329,264525,64589,7604972,4393448,17105357,95392138,6884752,528880,457853,2660096,363216,4327529,8540201,534259,304759,239163,7092078,499669,26991094,2641928,2045947,755223,831611,1429390,8960300,5409262,1707359,31333
2022-05-19,1889948,3948481,730987,97952,1368380,892742,1588151,887597,5369573,3904935,2747497,13748139,1689928,3457011,614912,1698516,605520,3326286,10066153,19191188,15046537,646355,304474,74363,11886394,4760059,15001777,115222027,4150604,825495,464245,3904945,401475,3777285,13091770,574136,441301,270459,5703636,655451,38982446,3836719,1859353,924029,891185,1616561,12962051,5656368,2247374,60954
2022-05-20,1829921,3490055,1035957,92804,1418219,972721,1421293,1003408,5967546,3392951,2625237,24941682,1558143,4626704,587336,1472900,510350,3588258,11955074,31463573,17198097,692698,514178,94414,22219036,4777934,15432312,123804849,3627429,869370,700770,4037406,516850,3679526,10388977,582217,488428,243082,5133754,628179,40067111,3356786,2409766,1011098,1094925,2287389,18384165,6462269,2334718,48747
2022-05-23,1258371,3020273,563180,69464,1387159,759746,793718,799694,4728698,2494084,2202703,13308047,1008391,5302162,508788,1203290,291802,2291086,6421039,19207960,13271908,545556,492583,68444,7518753,3219765,17585357,129740997,2651476,632554,427998,2226726,303433,5754733,10835043,367169,345912,216925,4888337,677067,39476857,2007998,1670660,792307,1532698,1164106,12594588,7359549,2020409,37979
2022-05-24,1203665,2487135,671631,82544,1366749,724940,730915,772338,3970778,2581881,2582622,16519897,1028206,3369613,639121,1202725,474455,2648963,8619779,22413488,9516370,467007,454750,61417,10132865,3503029,15658762,118434792,7119223,743856,429245,2312803,328813,4730875,7685391,387002,338767,255104,8149459,814678,37739786,2034263,1851699,781954,1086162,1276077,16671957,5431602,1993990,57747
2022-05-25,1190837,2317358,825517,77523,987607,638475,1092559,641963,3909071,2143252,1738849,15395544,907288,3151779,474326,1162656,382535,2935257,10296866,23602038,17831449,405552,327103,66814,30635161,3731668,16741488,118694156,3298333,661674,446842,2180008,324561,5561568,8686555,407082,336757,181837,6095796,526437,68356040,2266479,1667343,803901,884646,1133502,12973796,8414560,2066681,58836
2022-05-26,995739,1928842,578826,58114,1407493,638511,938622,631778,4130201,2285283,3149253,17612354,1068788,2108082,378028,1166758,354596,2270796,6656903,16535204,10961160,405485,259412,70983,12081797,3637069,12672855,85012361,5889756,604650,360161,2741419,229685,5561568,8686555,304404,225761,191705,4749074,608578,58959087,1586289,1361866,659155,853246,1464625,10918350,6201292,1719269,46249
2022-05-27,1280898,2207643,597597,79846,1697506,1080202,859947,626482,4591823,2958399,3310727,14885728,1217365,2563006,308881,1320735,519398,2803096,8390946,16038989,11271087,521767,238447,78843,11606250,5406006,11476586,84982308,5300263,868016,465465,2659850,451750,6366828,11746718,514283,385922,406864,6147649,563735,56357505,2389708,2130874,862799,715971,2010779,9327762,6085373,2850897,34795
2022-05-30,1152164,1950591,525262,62925,844162,844608,760940,690752,3539687,2392696,2301777,24778675,856108,2559104,342686,1109228,476158,2434548,6139784,16409535,8656883,515769,186840,76941,10874382,3339727,17057202,84372383,4443197,564200,482362,1714484,315658,4555333,7740369,444835,268663,329639,4347153,487391,30528820,1423489,1942891,842260,779276,1665214,7221482,4780314,2506366,40431
2022-05-31,4096851,7580421,2335439,244686,1823644,2505099,1893257,1840018,12541016,7137618,3810150,24684618,1807592,5405021,527303,2368698,975343,16188668,15847010,37675135,20843817,1074487,459425,339795,19012836,5095389,25693239,127421864,5495463,1062956,829381,8549353,1620223,9029525,21459467,1559890,716136,611931,30588101,1149224,62290966,9371395,5530001,1771988,3483331,2383027,37176304,12431159,6760324,262513
2022-06-01,1553968,3365618,536496,83527,976484,889004,981150,563225,4016673,3246759,3014488,13527223,1608890,3000173,595902,1545935,366832,3790887,6964658,29766848,12269529,435321,387933,64046,36540994,3039483,19104798,85115326,3150592,757321,381825,2800907,484075,4744107,9181111,371794,416742,281885,4506561,880062,37862150,2174933,1677745,804714,1019222,1501084,15541300,6996945,3042937,41555
2022-06-02,1290541,1576608,521396,49786,1057606,581522,546610,385611,3020546,2209910,2141514,9121877,1105669,1999794,595902,1869711,287127,3133072,6662812,14553006,7555112,384475,387933,56306,7206520,2412651,13690119,50245570,2263768,568736,279331,2123752,225737,3917226,5717275,389465,263990,218227,3576649,512334,20146792,1273272,1144378,528633,739637,1019808,6171646,4883491,1730727,27662
2022-06-03,829885,1701959,485824,42163,821951,530687,638006,455288,2343290,1534397,1503071,7829737,1032094,2198101,595902,1005104,232414,1777722,5757837,15836650,8852539,360133,387933,48038,6303997,3271657,11266736,76855312,2134168,502718,274898,2015728,234653,3782686,5177460,241249,156223,206882,2409925,542886,17648506,1069966,1081828,463270,603419,815594,11428730,3146284,1515256,22185
2022-06-06,896437,1885414,364755,65739,1105553,1008808,496756,460430,4010093,1405360,1810759,9630234,731088,2336664,795242,978254,203504,1508270,4355191,17333166,13025445,420058,434864,43905,23235655,2027993,11996924,84050321,2767054,540235,342496,1860110,196867,2538295,5488373,314945,236937,215579,4648224,547438,24115794,1077621,1685988,592967,845124,883888,7563365,4635253,1738859,26557
2022-06-07,1027928,2588371,582973,67264,846279,801147,738920,503262,4092916,1871738,2620109,8672979,944549,2277614,670275,1113494,395300,1879828,5919168,15143477,11093002,327165,272518,51334,38127979,3891364,12757677,78735205,4376460,507826,371430,1824079,256740,4555349,7724501,320351,260354,197947,3760398,511510,26666950,1502788,1777200,724886,753621,1088317,7108409,4925987,2482111,24276
2022-06-08,1147871,2485444,473052,55312,1083842,932769,1271278,540951,4814716,2737353,2415634,11902062,1226472,3029462,616213,1706312,429593,3995137,12059700,30703418,9910104,441291,320601,58490,10540805,3015472,15909592,74428268,9445523,533776,362187,2396213,320191,4618058,6549389,303567,415367,180626,5999879,729778,27779991,1446490,1816994,778427,979792,1011625,9634086,6888933,2064443,31058
2022-06-09,1455638,3099840,732106,86199,1332156,988800,1064398,689113,5402523,2487406,2223991,27636656,1141726,2837990,412685,1433464,409236,4973438,7121329,35467731,14315519,439212,437584,84298,10169417,4685964,16979125,97060920,5884494,766816,561689,2377373,360869,5604374,7850014,441748,414593,278880,10821511,688367,38121106,1779725,1863088,1080217,977843,1409253,10113779,6628185,2739153,37423
2022-06-10,2194345,3051723,775997,102766,1822090,1143737,1817582,839438,7053556,3729744,3461306,51185376,1775652,4828542,1101275,1759787,580978,5302696,11534949,52047406,22774413,615211,323859,68745,36148059,4485972,24117752,228037211,6807275,1009773,581378,3222045,389324,8365000,15126681,396290,485308,307758,6067747,852784,85167027,2492691,2319456,1112252,996063,2280235,15037945,7594810,3634152,47445
2022-06-13,1901569,2994559,776499,146617,1652277,1028609,1481944,929728,6884438,3596154,3889793,35463199,1978341,5468632,1099036,1805830,480627,5058167,11273460,35498320,16703779,602170,361697,98276,12548673,7843314,29423607,171971979,3009485,891426,626654,4698245,408072,9899568,12598866,427692,440624,360543,6368144,1041070,78279157,2781459,2505021,1033336,1085703,2006670,14372229,7799410,3462690,53679
2022-06-14,1864190,3076046,1062155,136632,1375979,960595,1192019,817608,5818059,3756926,3514211,24177668,1265598,3826672,682163,1713837,567858,4155954,9354068,24800641,12124965,688943,412122,104212,10712708,5564754,24058626,124577741,4150158,932341,456050,3057644,337006,7002100,11032541,508690,469350,285600,6102485,905208,38656086,2539654,2119198,1184007,1404945,1853503,10537828,6886090,3357770,42232
2022-06-15,2058632,3674814,831136,103477,1656474,1068687,1592810,905668,7218967,3809267,2960355,25682213,1659645,3914498,595529,2155771,487662,3369364,9671267,38072952,14287358,520901,309092,78289,13131580,4684104,20948513,168430297,3256809,908754,464959,3421889,522346,7619187,9636682,455375,444818,301613,6694933,891855,94855191,2694220,2081737,1044176,1161627,2012761,11359007,7704110,2668095,46470
2022-06-16,1654558,4094729,1138297,99645,1555136,1347064,1207497,941646,6042914,7410335,3008124,24819492,1558157,2977303,1030168,1828025,449835,3096243,9025866,34419720,25435857,410165,385040,87933,11573296,5120931,20698534,148971742,3032960,1111985,463366,3319069,420223,7942435,12336811,341818,397693,221298,5256685,762000,34505281,2358425,1907944,779335,983078,2583866,14611301,7330449,2424312,57035
2022-06-17,3340939,8756254,1320969,180135,3428873,2721708,2634736,1570564,15917355,7527258,7095172,69369073,3402960,6469429,1977224,4770352,1011755,8811849,29915265,39229589,27990234,1283761,503896,182781,42068715,10381607,32741436,222626497,8021554,2535802,886221,8659417,916347,15221976,20804564,995996,1363774,505796,13417485,1458798,109676618,5838205,5158684,2255469,4673823,5348934,18533131,16928170,6022884,68188
2022-06-20,798189,2413129,326764,65270,1307746,1262623,688793,402601,3464497,2206746,2470178,14582899,822033,2739853,457758,1576378,245937,1980776,7677456,13459147,11731385,401843,160380,73351,5907303,2717061,10775490,116079461,1556485,532104,353318,1856646,275360,4682524,6353405,269784,354826,160041,3337107,956176,32341832,1255141,1472350,884316,1080556,1426148,7581801,6026167,1391454,17134
2022-06-21,1055211,2521714,429834,64682,1209724,1050309,785860,676963,3282948,3139952,6229104,16309814,969834,2737509,588008,1153248,373555,3441685,5361924,18114842,10985501,406309,207745,143456,12420724,3503450,12242719,119462093,3208787,937364,380529,2127892,312424,4857723,8305151,409242,473894,139045,3826462,793909,30353920,1448903,1357343,638380,891629,1530655,7844175,5380452,2011144,32159
2022-06-22,1391371,2998434,540977,103008,1731169,837961,1064903,661466,3913665,6065374,4196714,19040386,1380068,2549010,637811,1818675,336895,2979242,10235981,26505451,17707302,667645,288521,71370,12416712,4127434,14921849,103197172,2984469,697175,349977,3001216,332689,5724976,8975961,417915,540350,252262,4472387,628661,47764950,1846718,1650760,1015323,1181228,1714545,11677589,6997764,1920227,71468
2022-06-23,1209960,2883246,778648,100781,1426504,915945,1430610,849478,5294223,6135605,3993698,16535966,1828040,4410938,740420,1971855,366711,3296356,11033396,28834404,15465466,474379,180481,94183,14904044,4380963,19178080,164285824,3360330,889173,434800,4503913,370355,6125252,8235315,445862,323989,196224,4393304,764125,57389738,2149187,2220518,1003188,1097884,1883852,10255053,6561491,2701152,49924
2022-06-24,1433267,2394335,702379,117865,1559937,1118611,1308269,747785,5569948,4060324,5321307,29510083,1725586,3206957,498789,1617668,407945,3050591,11084041,24582501,14700439,645761,285078,73226,34823630,3572291,14536752,121426914,6358092,965942,452405,4012939,430083,6125252,8235315,492544,645504,244003,5504800,643766,87156498,2073811,2833919,916725,1045764,1889141,12351902,6726853,2674079,54076
2022-06-27,1409864,2157276,512511,124394,1306107,914098,1069053,702264,5510664,3108517,4001268,18756288,1156996,2131109,402776,1348746,409103,3195447,6880550,25231287,16186512,661327,272642,67267,8613160,4096699,11974204,147678067,2572349,925723,390653,2602482,382401,5767808,10777798,400531,343389,197356,13359799,849443,24442443,1689790,1567732,773369,808200,1508998,9393955,5031536,2570276,37961
2022-06-28,1668841,2364322,877385,101201,1499340,689156,788906,630171,4627543,3014948,2795521,11798720,1016528,2000150,484895,1337910,352026,3187933,7338051,19985797,11782048,368958,136870,63139,8870732,3802519,12281591,114640001,3127397,470125,506109,2304696,323322,4026977,7683786,381931,318853,198313,10220271,848784,25126150,1783549,1458646,768683,894225,1528030,7639261,5344547,1883384,82492
2022-06-29,1428336,2101245,610797,95957,1035853,838828,881044,658041,3699854,3776480,3447646,10374717,1436429,2391623,362424,1122397,371889,3686552,9706488,18478682,14245962,448437,376375,56457,9587723,3796495,11825004,92133124,2427367,663111,289901,3125816,296200,5333487,13742452,256259,393551,177178,7401547,664127,27326204,1923689,1613354,848391,809183,1657919,12427900,6183440,1827020,51304
2022-06-30,1836583,3621946,810125,113338,1882753,1832257,1463925,946001,6355793,7394956,3198388,19574988,2801023,6778136,771985,1889358,588633,4332355,11767569,38671447,13465225,533864,546792,82960,15674833,6580815,22938035,193992471,3404510,906753,513630,5239689,401050,6699270,13944813,633715,524127,224700,8279540,1101337,43646497,4416465,3108148,1246038,1445249,3579211,14513329,7951972,3822272,87301
2022-07-01,1383522,2072118,541621,86504,1766197,986900,817938,1089511,3691881,3225657,2173516,16961707,1375303,2923835,972905,928974,433607,3152555,7778700,28698102,10140782,442138,216669,47704,10176513,5940382,14670107,149502743,4939250,789211,245106,3058854,393271,4293937,8927373,295244,379362,128375,7075481,688084,24551788,1691857,2524240,834900,886245,2296851,10328930,6672745,1831422,47853
2022-07-04,1032496,1574052,293699,40852,1083441,774795,507166,391635,3305811,2720036,1710426,17807654,899823,1926639,227113,810019,219115,1750586,5602057,15728731,11895933,409858,274916,40695,5602297,4048510,9407609,149919583,1196351,394503,227729,2788226,257065,3092143,3692965,206521,192697,142666,5424039,471760,17312270,1096722,1071932,625200,589296,1339281,6107231,5655336,2434617,26150
2022-07-05,1789527,2738913,659231,103519,1843101,1320433,1619467,1150310,9616676,5554871,3472768,18411390,2140020,4253514,726081,1520766,467346,3392318,11348927,30317749,21932084,687185,353387,79278,8503122,5652618,20747344,154084169,2507338,1021922,450195,4302723,587536,4984483,9516110,403458,442636,206503,8726617,885959,58928038,2489908,1952341,1072224,1125480,2400524,11642021,6941767,3060743,61233
2022-07-06,1951888,3388808,1197296,135810,1456486,1319772,1463614,935460,6781749,3460029,2354615,19662337,1429700,3260699,554087,1167279,462732,3271892,10556499,32993077,16034945,406881,290023,72997,11531272,4650932,18064453,136773354,3690686,862602,455626,3383302,400283,5505443,12047430,535363,536880,214729,9191718,758778,44422777,2464895,1892418,951991,1138970,1679657,9293802,8692108,2488488,67828
2022-07-07,1486835,2420931,593396,95583,1241485,732634,1040280,745847,6542142,3505882,2077345,20154428,1872773,3469291,583937,1430019,473211,3081351,12348140,29154312,17112545,527980,411370,88887,12932876,6603503,22359742,126063037,3573445,597739,507602,3913441,334638,5610204,11206092,495133,585386,279207,9573060,893668,43656589,1975185,2003734,1202822,1468591,1461394,14385809,6977326,2479333,71117
2022-07-08,1571257,2891863,565195,77308,1123979,699423,781334,592485,3941097,5139891,2550293,15262543,1784342,2940913,633536,1057199,355694,2392480,8041286,23257636,12923833,296107,267603,72309,10192450,5138213,14666573,111679647,3257969,661161,328511,3874127,250995,7401103,6213123,565041,364694,167411,7835032,768374,28474361,1802007,1431733,1091006,943379,1739031,13180717,4266297,2431069,67948
2022-07-11,1738278,2134079,459043,63255,1476126,540679,594433,558487,3951572,3447930,2109888,24856552,1212743,3271985,376216,738444,261997,1837006,5959090,15638700,10096639,422940,242057,48001,21675424,3445804,12290674,105799711,2195634,443801,265396,3197596,221485,4550411,6470543,396447,317401,154247,6323543,772600,21586311,1166604,1240263,684452,1116903,1562526,8626651,3400071,1707512,30717
2022-07-12,1557295,2610038,506950,94026,1877061,797658,994046,849275,4532763,5813909,2322392,31607315,1263935,4051308,403272,1441906,572191,2310770,8559571,26198695,10193478,472027,278710,89910,14527821,3795849,20193807,157261239,3782703,922962,348649,2414937,294923,6520191,8085105,420484,386702,145265,7463718,861587,85978617,2119361,2011208,1049442,958815,1974741,11261520,5045734,2530051,27626
2022-07-13,1329769,2119872,479265,99272,1815221,827904,1318057,760420,4549265,3944250,2304607,21973380,1425644,4133839,646214,1093973,570799,2309896,7646071,23663078,10229951,447188,356958,69553,29082883,3279992,18569767,110683557,3270989,713630,345806,4001175,319716,3475769,9403761,397498,432217,159651,7274082,609907,41456057,2205325,1533656,908830,913507,1723324,10239521,4912501,2122537,34023
2022-07-14,1365696,2043398,625121,78646,1366669,885521,1755542,668027,4716710,4371252,2446842,20206259,1556778,4301820,412107,902662,527005,3122196,10093506,60550724,18198463,425059,408087,58966,9790562,3625316,19568582,179537785,2898940,788239,361941,3820841,444829,5673730,13327622,306977,351844,171702,5859068,657666,50660286,1689438,1810606,771279,893972,1958580,10415134,6375847,2099900,41470
2022-07-15,1855222,2195388,660236,117063,1592970,810477,1026423,861370,5103400,4081379,2561043,25001068,1766983,4158222,635162,1188309,412007,3252226,9093023,35196209,14969123,474008,269191,76420,11561781,4341447,18198604,176272941,4138967,749278,458417,4988165,360121,7593110,9811007,391740,372291,323352,6953853,891412,48322946,2271317,1696197,941552,1021023,2190983,11583126,5618585,2523964,34933
2022-07-18,1147732,1599501,359066,81739,1223847,530539,678300,781236,3086102,3498960,1774354,23005482,966822,3976686,459040,1106944,258579,1784168,7702913,30456861,10679802,448866,193565,56746,9538568,3465209,13375916,156621774,5855476,528450,301000,2724224,193728,9015514,8780807,271875,226333,197476,5360964,699922,47468140,1499414,1403470,723609,569138,1618170,9922342,3862460,1389579,35852
2022-07-19,1448827,2732032,869024,90199,1459081,871532,836608,793818,4160657,4642688,3225844,20498187,1382168,3729350,590469,1340303,344011,2581247,8406137,29263581,12982429,400253,227530,67351,6970187,4160898,16840202,161406979,4099375,767686,327709,3477506,295384,8669961,10762957,342832,364173,241485,6694317,719383,49368883,2226023,1717228,805300,873018,2222614,12547341,4245206,2112112,48157
2022-07-20,1476522,1821740,603905,78679,1268358,704217,811605,1467182,4227245,4895949,2622082,23876748,1193454,4481824,687816,1071605,339120,3001727,8686283,33522065,9355516,434216,220112,49021,9161677,4456393,17265071,186329350,4551533,606958,321612,2748669,289573,5086136,10022413,305120,300272,151594,6523543,492631,41377909,2193259,1405069,1048697,1007070,1891704,12205304,3485514,2078061,44046
2022-07-21,1514925,2771042,358453,133129,1062087,689855,1008480,1201119,3787224,3837275,3192496,21146355,1072416,4486269,884656,1310624,278957,2450527,10557482,40450493,11031394,523934,230749,79361,8111966,5419002,20585778,259407424,2606801,516208,348545,2404588,376845,6828723,31063795,395715,597544,149810,7622434,663940,55393812,4308757,1767005,1109573,977569,1384930,12481446,5268507,2066110,38864
2022-07-22,1976618,2289637,529734,82587,1246439,759023,819311,833344,3690688,2737231,1615281,16413744,939952,3028163,1003032,1429192,339625,2269316,14477196,27512548,9676893,490960,392462,63517,9346819,3410432,15440486,169481257,2574708,602789,344322,1977983,263423,4464337,14972166,497843,406085,130863,6025543,591637,42244188,3513697,1715941,1012912,883184,1569133,10359729,4695108,3798371,30674
